date,description,counterparty,debit,credit,balance,account,category
2024-04-03,Online transfer fee,Regular Client,695,0,-16140532,Bank,Bank Charges
2024-04-03,invoice plastic drums,Al-Barcaka Bank,0,110985,7546711,Bank,Sales - Plastic Drums
2024-04-03,IBC tanks received bill,Bank Al Falah,207623,0,-20805168,Cash,Purchases - IBC Tanks
2024-04-03,Sundjry charges,Meezan Bank,9234,0,-19103335,Bank,Miscellaneous
2024-04-04,Reconditioning expense,Punjab Chemicals,28197,0,-25120250,Cash,Refurbishing Costs
2024-04-04,paint and coating drums,Walk-in Custoymer,46094,0,-9937108,Cash,Refurbishing Costs
2024-04-04,Drum refurbishing labour,HTG Petro,39790,0,-13425756,Cash,Refurbishing Costs
2024-04-04,Plastic drums delivered,Metro Traders,0,121852,-5931962,Cash,Sales - Plastic Drums
2024-04-04,Refurbished drum sale,Bank Al Falah,0,130085,-8210021,Cash,Sales - Refurbished Drums
2024-04-04,Drums conveyance,Punjab Chemicals,12223,0,-13668729,Bank,Freight & Conveyance
2024-04-04,General expense,HTG Petro,4538,0,-18337104,Bank,Miscellaneous
2024-04-04,Drum refurbishing labour,habib bank,40489,0,-3340450,Bank,Refurbishing Costs
2024-04-04,Cheque book charges,Punjab Chemicals,2061,0,1867723,Cash,Bank Charges
2024-04-04,Steel drums received,Bank Al Falah,429773,0,7092412,Cash,Purchases - Steel Drums
2024-04-04,Petty cash expense,Bank Al Falah,8515,0,-5037497,Cash,Miscellaneous
2024-04-05,Steel drums dispatched,Regular Cslient,0,721346,-19173499,Bank,Sales - Steel Drums
2024-04-05,electricityf bill,Walk-in Customer,18822,0,7291957,Bank,Utilities
2024-04-05,Bank service charges,meezanj bank,919,0,-15259310,Cash,Bank Charges
2024-04-05,purchase plastico drums,punjab chemicals,136229,0,543619,Bank,Purchases - Plastic Drums
2024-04-05,plastic drum procurement,Pakistan Drums Co,100246,0,-18225685,Bank,Purchases - Plastic Drums
2024-04-05,Bought IBC tanks HTG Petro,HTG Petro,376458,0,-21086758,Bank,Purchases - IBC Tanks
2024-04-05,electricity bicll,M Ehtisham,11890,0,-20099997,Bank,Utilities
2024-04-05,Purchase plastic drums,tcs cjourier,132355,0,-16848478,Cash,Purchases - Plastic Drums
2024-04-05,invoice plastic drums,M Ehtisham,0,146601,-463830,Cash,Sales - Plastic Drums
2024-04-05,purchase plastic drums,Metro Traders,89115,0,-17362068,Cash,Purchases - Plastic Drums
2024-04-05,plastic drum procurement,Walk-in Customer,125417,0,-19478727,Bank,Purchases - Plastic Drums
2024-04-06,Steel drum sale,Regular Cliwent,0,697978,-19276531,Bank,Sales - Steel Drums
2024-04-06,Plastic drum sale,Punjab Chemicals,0,128325,-17105113,Cash,Sales - Plastic Drums
2024-04-06,Paint rand coating drums,HTG Petro,24570,0,-6780488,Bank,Refurbishing Costs
2024-04-06,Reconditioning expense,Local Supplier,62864,0,-24919318,Bank,Refurbishing Costs
2024-04-06,Purchase steel drums,Al-Baraka Bank,46340,0,5992395,Cash,Purchases - Steel Drums
2024-04-06,Bank service charges,Local Supplier,1022,0,-5491179,Bank,Bank Charges
2024-04-06,Sundry charges,M Ehtisham,8300,0,-4083449,Bank,Miscellaneous
2024-04-06,IBC tank procurement,M Ehtisham,191244,0,-20425749,Bank,Purchases - IBC Tanks
2024-04-06,Bank commission,walk-in customer,3270,0,8378831,Bank,Bank Charges
2024-04-06,Shop rent,HTG Petro,69050,0,2472541,Cash,Rent
2024-04-06,Sold steel drums,Bank Al Falah,0,598026,2595925,Bank,Sales - Steel Drums
2024-04-06,Mohnthly warehouse rent,TCS Cyourier,55549,0,4633640,Cash,Rent
2024-04-06,Steel drum sale,Al-Baraka Bank,0,388334,8223745,Cash,Sales - Steel Drums
2024-04-06,Sold IBC tanks,Walk-in Customer,0,488851,6363528,Cash,Sales - IBC Tanks
2024-04-06,Reconditioned barrel sale,local supplier,0,23202,7929081,Cash,Sales - Refurbished Drums
2024-04-06,Shop rent,Meezan Bank,27016,0,463414,Cash,Rent
2024-04-06,purchase plastic drums,Al-Baraka Bank,155161,0,-16593145,Cash,Purchases - Plastic Drums
2024-04-06,Bank service charges,TCS Couriuer,874,0,-19192171,Bank,Bank Charges
2024-04-06,Purchase IBC small tanks,habib bank,537576,0,-18919905,Cash,Purchases - IBC Tanks
2024-04-07,Delivery charges,Meezan Bank,31606,0,-24487478,Cash,Freight & Conveyance
2024-04-07,Drum repair materials,Bank Al Falah,31104,0,-22090196,Cash,Refurbishing Costs
2024-04-07,Office rent,Metro Traders,65677,0,-20306054,Bank,Rent
2024-04-07,IBC tank procurement,Pakistan Drums Co,264851,0,-138170,Cash,Purchases - IBC Tanks
2024-04-07,Drums conveyance,HTG Petro,39755,0,-19876032,Bank,Freight & Conveyance
2024-04-07,Refurbished steel drums invoice,Metro Traders,0,58366,-23545347,Bank,Sales - Refurbished Drums
2024-04-07,Sundry charges,Regular Client,6134,0,-6865670,Bank,Miscellaneous
2024-04-07,Purchase plastic drums,Pakistfan Drums Co,130588,0,-20576184,Cash,Purchases - Plastic Drums
2024-04-08,Notlebook order,TCS Courier,11446,0,5782809,Cash,Office Supplies
2024-04-08,Office furniture,Bank Al Falah,1867,0,-21050867,Bank,Office Supplies
2024-04-08,Plastic drums delivered,Metro Traders,0,175685,2815298,Bank,Sales - Plastic Drums
2024-04-08,IBC small tank invoice,TCS Courier,0,668810,-5632154,Bank,Sales - IBC Tanks
2024-04-08,Sold IBC tanks,Bank Al Falah,0,639078,-22731924,Bank,Sales - IBC Tanks
2024-04-08,Petty cash expense,Bank Al Falah,6419,0,5067896,Cash,Miscellaneous
2024-04-08,bank service charges,Metro Traders,2023,0,3144425,Cash,Bank Charges
2024-04-08,Storage rent paid,Bank Al Falah,57151,0,-18625750,Cash,Rent
2024-04-08,Plastic drum sale,TCS Courier,0,73656,-22824529,Bank,Sales - Plastic Drums
2024-04-08,Stationery purchase,Metreo Traders,10456,0,-10161716,Bank,Office Supplies
2024-04-08,Bank commission,TCS Courier,2428,0,4181015,Bank,Bank Charges
2024-04-09,Printer ink,TCS Courier,9902,0,-18733933,Bank,Office Supplies
2024-04-09,Bank service charges,Regular Client,3601,0,-22738359,Cash,Bank Charges
2024-04-09,Steel drums received,Habib Bank,462945,0,-16318316,Bank,Purchases - Steel Drums
2024-04-09,Drum refurbishing labour,jTCS Courier,58249,0,4348422,Cash,Refurbishing Costs
2024-04-09,Customer pickup steel drums,TCS Courier,0,538578,-19280997,Bank,Sales - Steel Drums
2024-04-09,Transport expense,Bank Al Falah,48393,0,-20537656,Cash,Freight & Conveyance
2024-04-09,Noqtebook order,Al-Bkaraka Bank,11763,0,-21278884,Cash,Office Supplies
2024-04-09,Reconditioning expense,Meezan Bank,56428,0,-21052402,Cash,Refurbishing Costs
2024-04-09,Cheque book charges,Local Supplier,4881,0,351170,Cash,Bank Charges
2024-04-09,Petty cash expense,Local Supplier,1210,0,-26187379,Bank,Miscellaneous
2024-04-10,Reconditioning expense,Meezan Bank,68307,0,4248082,Bank,Refurbishing Costs
2024-04-10,Plastic drum procurement,TCS Courier,126957,0,-15735702,Cash,Purchases - Plastic Drums
2024-04-10,purchqase steel drums,Metro Traders,651339,0,-20312531,Bank,Purchases - Steel Drums
2024-04-10,Sold reconditioned drums,Local Supplier,0,92675,-19283143,Cash,Sales - Refurbished Drums
2024-04-10,Sold reconditioned drums,Meezan Bank,0,116286,3660321,Cash,Sales - Refurbished Drums
2024-04-10,Reconduitioned barrel sale,Metro Traders,0,129750,-20160917,Cash,Sales - Refurbished Drums
2024-04-10,IBC small tank invoice,punjab chemicals,0,273940,-20361179,Cash,Sales - IBC Tanks
2024-04-10,Bought steel drums HTG Petro,Bank Al Falah,241012,0,-20602191,Bank,Purchases - Steel Drums
2024-04-10,Gas charges,Regular Client,4442,0,969900,Cash,Utilities
2024-04-11,Paper stock,City Freight,14698,0,-21630601,Bank,Office Supplies
2024-04-11,Sold IBC tanks,regular client,0,516464,-17962516,Bank,Sales - IBC Tanks
2024-04-11,Ncotebook order,TCS Courier,4035,0,-19099994,Bank,Office Supplies
2024-04-11,Purchase steel drums,Al-Baraka Bank,127487,0,-24044934,Cash,Purchases - Steel Drums
2024-04-11,Invoice plastic drums,Metro Traders,0,115882,-18652796,Bank,Sales - Plastic Drums
2024-04-11,Stationery purchase,HTG Petro,1705,0,5389317,Cash,Office Supplies
2024-04-11,IBC tank procurement,Local Supplier,571808,0,-7437478,Cash,Purchases - IBC Tanks
2024-04-11,Delivery charges,Local Supplier,19834,0,-12133081,Bank,Freight & Conveyance
2024-04-11,IBC tanks received biqll,Bank Al Falah,105298,0,6264395,Cash,Purchases - IBC Tanks
2024-04-12,IBC tanks received bill,Walk-in Customer,465072,0,-8619934,Bank,Purchases - IBC Tanks
2024-04-12,Water bill,Bank Al Falah,16768,0,-1042617,Bank,Utilities
2024-04-12,IBC tank procurement,Habib Bank,309783,0,1062746,Cash,Purchases - IBC Tanks
2024-04-12,Transport expense,Walk-in Cuystomer,27799,0,-81007,Bank,Freight & Conveyance
2024-04-12,Internet bill,Regular Client,7002,0,-14411020,Cash,Utilities
2024-04-12,Electricity bill,Al-Baraka Bank,11664,0,-13335512,Cash,Utilities
2024-04-12,Transport expense,Habib Bank,5408,0,-1013073,Cash,Freight & Conveyance
2024-04-12,Steel drums dispatched,City Freight,0,445363,-18272375,Bank,Sales - Steel Drums
2024-04-12,Internet bill,Metro Traders,9023,0,-11417828,Cash,Utilities
2024-04-12,Sundry charges,City Freight,1177,0,-8036128,Cash,Miscellaneous
2024-04-12,Transport expense,Local Supplier,26520,0,-7510409,Cash,Freight & Conveyance
2024-04-12,Online transfer fee,Metro Traders,2030,0,7858874,Cash,Bank Charges
2024-04-12,Purchase steel drums,walk-in customer,781573,0,-20070472,Bank,Purchases - Steel Drums
2024-04-12,Bank service charges,City Freight,4447,0,7435726,Cash,Bank Charges
2024-04-12,Customer pickup steel drums,Walk-in Customer,0,139553,-17880611,Bank,Sales - Steel Drums
2024-04-12,Delivery charges,Metro Traders,13497,0,-22402253,Bank,Freight & Conveyance
2024-04-13,bPetty cash expense,Local Supplier,3329,0,6586290,Bank,Miscellaneous
2024-04-13,Steel drums received,Walk-in Customer,229388,0,-18856101,Bank,Purchases - Steel Drums
2024-04-13,Drums conveyance,tcs courier,56262,0,329173,Cash,Freight & Conveyance
2024-04-13,Office furiniture,Pakistan Drums Co,7107,0,-10959417,Bank,Office Supplies
2024-04-13,Reconditioning expense,Regular Client,47224,0,5105617,Cash,Refurbishing Costs
2024-04-13,phone bill,Habib Bank,10542,0,-16355839,Bank,Utilities
2024-04-13,Refurbuished drum sale,M Ehtisham,0,83293,-10184004,Cash,Sales - Refurbished Drums
2024-04-13,notebook order,pakistan drums co,6255,0,7153310,Cash,Office Supplies
2024-04-13,Plastic drum procurement,Metro Traders,113744,0,-21856146,Cash,Purchases - Plastic Drums
2024-04-13,Sandblasting cost,City Freight,28336,0,4185245,Bank,Refurbishing Costs
2024-04-13,godown rent,Pakistan Drums Co,67838,0,1505831,Cash,Rent
2024-04-13,Office furniture,M rEhtisham,11351,0,-11407021,Bank,Office Supplies
2024-04-13,General expense,walk-in customer,5080,0,-19434096,Cash,Miscellaneous
2024-04-14,Plastic drum procurement,Punjab Chemicals,43697,0,-23616295,Bank,Purchases - Plastic Drums
2024-04-14,Phone bsill,Local Supplier,16618,0,-23523217,Bank,Utilities
2024-04-14,General expense,Al-Baraka Bank,2135,0,350078,Bank,Miscellaneous
2024-04-14,Bought IBC tanks HTG Petro,M Ehtisham,352711,0,-10363299,Cash,Purchases - IBC Tanks
2024-04-14,Cheque book charges,Meezan Bank,1693,0,-10694485,Bank,Bank Charges
2024-04-14,Plastic drum procurement,Meezan Bank,103090,0,-13298414,Cash,Purchases - Plastic Drums
2024-04-14,Bought IBC tanks HTG Petro,Punjab Chemicals,372706,0,-16043139,Cash,Purchases - IBC Tanks
2024-04-14,Bank service chargdes,Habib Bank,1902,0,-21810805,Cash,Bank Charges
2024-04-14,IBC tank procurement,Walk-iin Customer,83065,0,7086193,Bank,Purchases - IBC Tanks
2024-04-14,Sold IBC tanks,aMetro Traders,0,459792,-2365131,Bank,Sales - IBC Tanks
2024-04-14,Truck hire drums,al-baraka bank,26679,0,719717,Cash,Freight & Conveyance
2024-04-14,Sold steel drums,Punjab Chemicals,0,183696,-901587,Cash,Sales - Steel Drums
2024-04-14,Sundtry charges,Reguljar Client,5211,0,7945758,Cash,Miscellaneous
2024-04-14,Sundry charges,Metro Traders,5822,0,-21592962,Bank,Miscellaneous
2024-04-14,Truck hire drums,Meezan Bank,38800,0,-25701239,Cash,Freight & Conveyance
2024-04-14,Steel drum procurement,City Freight,644267,0,-23198030,Cash,Purchases - Steel Drums
2024-04-14,Drum refurbishing labour,M Ehtisham,56261,0,-4325990,Bank,Refurbishing Costs
2024-04-14,Paper stock,Local Supplier,2812,0,4416326,Cash,Office Supplies
2024-04-14,Cheque book charges,City Freight,4330,0,-2824408,Bank,Bank Charges
2024-04-15,Sold IBC tanks,Local Supplier,0,553224,-3571258,Bank,Sales - IBC Tanks
2024-04-15,Steel drum sale,Regular Client,0,666429,1798797,Bank,Sales - Steel Drums
2024-04-15,Bank comzmission,Local Supplier,1158,0,4377210,Cash,Bank Charges
2024-04-15,Refurbished drum sale,Habib Bank,0,84602,-2928049,Cash,Sales - Refurbished Drums
2024-04-15,Office rent,Meezan Bank,72321,0,-10125957,Cash,Rent
2024-04-15,Stationery purchase,Al-Baraka Bank,13274,0,5024515,Bank,Office Supplies
2024-04-15,General expense,HTG Petro,8873,0,-25800851,Cash,Miscellaneous
2024-04-15,Bank commission,Meezan Bank,957,0,-14467044,Cash,Bank Charges
2024-04-15,Monthly warehouse rent,punjab chemicals,69934,0,6852583,Bank,Rent
2024-04-15,Drums conveyance,yRegular Client,46810,0,-19149140,Bank,Freight & Conveyance
2024-04-15,Purchase IBC small tanks,TCS Courier,686919,0,-5357182,Bank,Purchases - IBC Tanks
2024-04-16,Invoice steel drums,HTG Petro,0,750390,-8569345,Bank,Sales - Steel Drums
2024-04-16,Refurbished steel drums invoice,Metro Traders,0,142350,-2771126,Cash,Sales - Refurbished Drums
2024-04-16,Steel drum sale,Local Supplier,0,683645,-22070041,Bank,Sales - Steel Drums
2024-04-16,IBC tanks received bill,Local Supplier,286590,0,-6139026,Cash,Purchases - IBC Tanks
2024-04-16,Bank service charges,M Ehtisham,1847,0,-21097474,Bank,Bank Charges
2024-04-16,drum repair materials,Habib Bank,6369,0,-13568659,Bank,Refurbishing Costs
2024-04-16,Printer ink,City Freight,13906,0,-10315911,Cash,Office Supplies
2024-04-16,Stationery purchase,tcs courier,10331,0,-5852436,Cash,Office Supplies
2024-04-16,Sandblastiqng cost,HTG Petro,71799,0,3241182,Bank,Refurbishing Costs
2024-04-16,Bought IBC tanks HTG Petro,Punjab Chemicals,388619,0,-20952325,Bank,Purchases - IBC Tanks
2024-04-16,printer ink,Regularp Client,8025,0,-5520035,Bank,Office Supplies
2024-04-16,Sold IBC tanks,Local Supplier,0,608119,-2579061,Cash,Sales - IBC Tanks
2024-04-16,IBC small tank invoice,Regular Client,0,105306,-20939954,Cash,Sales - IBC Tanks
2024-04-16,Customer payment plastic drums,M Ehtisham,0,45124,5094753,Cash,Sales - Plastic Drums
2024-04-16,Customer pickup steel drums,Local Supplier,0,495348,-7978918,Cash,Sales - Steel Drums
2024-04-16,Freight charges,TCS Courier,8579,0,-18671366,Cash,Freight & Conveyance
2024-04-16,IBC tanks dispatched,Al-Baraka Bank,0,306342,-20088350,Cash,Sales - IBC Tanks
2024-04-16,IBC tanks received bill,Punjab Chemicals,143110,0,-10151260,Cash,Purchases - IBC Tanks
2024-04-16,purchase ibc small tanks,Metro Traders,503125,0,-21457184,Bank,Purchases - IBC Tanks
2024-04-16,Steel drum sale,Habib Bank,0,766243,-18056102,Cash,Sales - Steel Drums
2024-04-16,Purchase plastic drums,HTG Petro,103240,0,-23023653,Bank,Purchases - Plastic Drums
2024-04-17,paperr stock,Habib Bank,8412,0,-1242085,Cash,Office Supplies
2024-04-17,Invoice plastic drums,Al-Baraka Bank,0,118174,4468936,Bank,Sales - Plastic Drums
2024-04-17,IBC tank sale,City Freight,0,627280,-22336682,Bank,Sales - IBC Tanks
2024-04-17,Phone wbill,City Freight,14369,0,297132,Bank,Utilities
2024-04-17,Custsomer pickup steel drums,Pakistan Drums Co,0,67133,-1093203,Bank,Sales - Steel Drums
2024-04-17,Printer ink,M Ehtisham,1884,0,-210047,Cash,Office Supplies
2024-04-17,Bank service charges,Al-Baraka Bank,972,0,-20693135,Cash,Bank Charges
2024-04-17,bought plastic drums,Pakistan Drums Co,190694,0,-335554,Bank,Purchases - Plastic Drums
2024-04-17,Shop rent,TCS Courier,69589,0,-23752785,Bank,Rent
2024-04-17,Bank commission,Bank Al Falah,2474,0,5386137,Cash,Bank Charges
2024-04-17,Office furniture,habib bank,12357,0,337752,Cash,Office Supplies
2024-04-17,Freight charges,Walk-in Cukstomer,14022,0,-366654,Cash,Freight & Conveyance
2024-04-17,Drum refurbishing labour,Mnetro Traders,77825,0,-20240758,Cash,Refurbishing Costs
2024-04-18,Refurbished steel drums invoice,Bank Al Falah,0,74079,1391991,Bank,Sales - Refurbished Drums
2024-04-18,Bought IBC tanks HTG Petro,M Ehtisham,125588,0,-23612541,Bank,Purchases - IBC Tanks
2024-04-18,Sundry charges,Metro Trarders,1308,0,-11037009,Bank,Miscellaneous
2024-04-18,cheque book charges,Al-Baraka Bank,873,0,-2008441,Bank,Bank Charges
2024-04-18,Bank service charges,Meezean Bank,1055,0,-8450087,Cash,Bank Charges
2024-04-18,general expense,Pakistan Drums Co,5043,0,-6352090,Cash,Miscellaneous
2024-04-18,Sold reconditioned drums,cWalk-in Customer,0,60100,-18771422,Cash,Sales - Refurbished Drums
2024-04-18,Transport expense,M Ehtisham,24559,0,-17021286,Bank,Freight & Conveyance
2024-04-18,Delivery charges,City Freight,30250,0,-23676871,Cash,Freight & Conveyance
2024-04-18,Bought IBC tanks HTG Petro,HTG Petro,659726,0,-7092271,Bank,Purchases - IBC Tanks
2024-04-18,Truck hire drums,Punjab Chemicals,49407,0,-19323350,Bank,Freight & Conveyance
2024-04-19,sold reconditioned drums,Local Supplier,0,55322,399304,Cash,Sales - Refurbished Drums
2024-04-19,godown rent,M Ehtisham,49933,0,121145,Cash,Rent
2024-04-19,Purchase plastic drums,Bank Al Falah,135159,0,-19187687,Cash,Purchases - Plastic Drums
2024-04-19,Steel drum procurement,Habib Bank,674844,0,-7776224,Cash,Purchases - Steel Drums
2024-04-19,Invoice steel drums,Bank Al Falah,0,190900,-10008150,Cash,Sales - Steel Drums
2024-04-19,Bought steel drums HTG Petro,Local Supplier,193678,0,-20616505,Cash,Purchases - Steel Drums
2024-04-19,Storage rent paid,Walk-in Customer,30245,0,3810366,Bank,Rent
2024-04-19,Steel drums dispatched,Pakistan Drums Co,0,219769,-18813953,Bank,Sales - Steel Drums
2024-04-19,Invoice plastic drums,City Freight,0,53299,-15730545,Cash,Sales - Plastic Drums
2024-04-19,Refurbkished drum sale,Metro Traders,0,141234,-16382589,Cash,Sales - Refurbished Drums
2024-04-19,Purchase IBC small tanks,M Ehtisham,446512,0,-9117643,Bank,Purchases - IBC Tanks
2024-04-19,IBC tank sale,HTG Petro,0,174222,531045,Cash,Sales - IBC Tanks
2024-04-19,Sold IBC tanks,TCS Courier,0,236007,6643520,Cash,Sales - IBC Tanks
2024-04-19,Internet bill,TCS Courier,4520,0,-22225474,Bank,Utilities
2024-04-19,Sold IBC tanks,Habib Bank,0,400930,-12861827,Cash,Sales - IBC Tanks
2024-04-19,Purchase plastic drums,M Ehtisham,33264,0,352213,Bank,Purchases - Plastic Drums
2024-04-20,Sold IBC tanks,Pakistan Drums Co,0,378152,-16357016,Bank,Sales - IBC Tanks
2024-04-20,Customer pickup steel drums,Meezan Bank,0,180729,-22680992,Cash,Sales - Steel Drums
2024-04-20,Electricity bill,City Freight,11411,0,-6526288,Cash,Utilities
2024-04-20,Refurbished steel drums invoice,Metro Traders,0,144183,-26173515,Cash,Sales - Refurbished Drums
2024-04-20,Plastic drums delivered,Al-Baraka Bbank,0,194974,-11312203,Cash,Sales - Plastic Drums
2024-04-20,Plastic drums received,Metro Traders,180749,0,-2870844,Cash,Purchases - Plastic Drums
2024-04-20,Internet bill,Regular Client,17170,0,6010741,Bank,Utilities
2024-04-20,Drums conveyance,City Freight,40784,0,-25179523,Bank,Freight & Conveyance
2024-04-20,Delivuery charges,punjab chemicals,25965,0,1728,Bank,Freight & Conveyance
2024-04-20,Cheque book charges,tcs couorier,4100,0,-639085,Cash,Bank Charges
2024-04-20,Invoice plastic drums,Al-Baraka Bank,0,35802,-7112447,Bank,Sales - Plastic Drums
2024-04-20,Plastic drum procurement,Meezan Bank,150647,0,-4686106,Bank,Purchases - Plastic Drums
2024-04-20,Paper stock,M Ehtisham,6325,0,-18503968,Bank,Office Supplies
2024-04-20,Printer ink,Pakistan Drums Co,8915,0,-25006190,Cash,Office Supplies
2024-04-20,Plastic drum procurement,Metro Traders,41796,0,-4710412,Bank,Purchases - Plastic Drums
2024-04-21,Stationery plurchase,Meezan Bank,3495,0,4249102,Cash,Office Supplies
2024-04-21,Sundry charges,meezan bank,7663,0,-19331013,Cash,Miscellaneous
